Tina Karol: The power of height,2018,Short,
Технічна перерва,2017,Short,6.4
Київський торт,2014,Comedy,
Idiosyncracy,2010,Short,4.2
Pelena,,Crime,
Помаранчеве небо,2006,Drama,6.1
If You Forgive Me,,Drama,
Hunger for Truth: The Rhea Clyman Story,2018,Documentary,
Polyubi menya takoy,,Drama,
Десь поряд. Історія однієї перерви,2019,Short,
American Dream: In Search of the Truth,2017,Documentary,
Monatik: Kazhdyj raz,2019,Short,
Ефект Мамонта,2016,Animation,8.5
MasterChef Ukraine,,Reality-TV,
Lyubov s ispytatelnym srokom,,Drama,
